Provider,TotalClaims,TotalReimbursed,AvgReimbursed,AvgClaimDuration,AvgDaysInHospital,UniquePatients,UniqueAttendPhys,SameAttendOperRate,AvgChronicConds,InpatientRatio,PotentialFraud
PRV51044,59,21330,361.52542372881356,2.152542372881356,0.0,39,1,0.2033898305084746,4.508474576271187,0.0,No
PRV51045,31,8390,270.64516129032256,2.2580645161290325,0.0,29,16,0.16129032258064516,4.483870967741935,0.0,No
PRV51046,38,109370,2878.157894736842,1.631578947368421,4.5,26,6,0.18421052631578946,5.105263157894737,0.21052631578947367,No
PRV51047,11,2530,230.0,3.090909090909091,0.0,11,10,0.09090909090909091,3.909090909090909,0.0,No
PRV51048,38,27700,728.9473684210526,0.6052631578947368,4.75,33,15,0.07894736842105263,4.921052631578948,0.10526315789473684,No
PRV51049,71,21720,305.9154929577465,1.7887323943661972,0.0,65,35,0.11267605633802817,4.661971830985915,0.0,No
PRV51052,46,30800,669.5652173913044,2.282608695652174,9.0,37,17,0.08695652173913043,4.1521739130434785,0.043478260869565216,Yes
PRV51054,57,15130,265.43859649122805,2.3508771929824563,0.0,40,3,0.15789473684210525,3.456140350877193,0.0,No
PRV51055,22,21640,983.6363636363636,0.5909090909090909,5.5,22,6,0.13636363636363635,4.681818181818182,0.09090909090909091,No
PRV51056,22,14700,668.1818181818181,0.7272727272727273,3.0,21,5,0.13636363636363635,5.545454545454546,0.09090909090909091,No
PRV51058,83,107030,1289.5180722891566,1.3012048192771084,7.4,75,31,0.08433734939759036,4.518072289156627,0.060240963855421686,No
PRV51059,96,421060,4386.041666666667,2.4791666666666665,6.88,82,30,0.0625,4.208333333333333,0.2604166666666667,Yes
PRV51060,42,43710,1040.7142857142858,2.3095238095238093,4.8,42,28,0.047619047619047616,4.523809523809524,0.11904761904761904,No
PRV51061,145,54940,378.8965517241379,2.393103448275862,8.0,67,6,0.1793103448275862,4.062068965517241,0.006896551724137931,No
PRV51062,397,153380,386.3476070528967,1.5969773299748111,4.333333333333333,166,6,0.005037783375314861,4.738035264483627,0.007556675062972292,No
PRV51063,149,51110,343.02013422818794,1.610738255033557,0.0,115,3,0.040268456375838924,4.469798657718121,0.0,No
PRV51064,303,360320,1189.1749174917493,1.9504950495049505,5.305555555555555,227,111,0.07590759075907591,4.702970297029703,0.1188118811881188,Yes
PRV51065,28,76570,2734.6428571428573,2.9285714285714284,5.6,26,9,0.07142857142857142,4.571428571428571,0.35714285714285715,No
PRV51066,24,24790,1032.9166666666667,1.0833333333333333,2.0,21,7,0.25,3.875,0.08333333333333333,No
PRV51067,58,334520,5767.586206896552,2.310344827586207,6.583333333333333,49,21,0.13793103448275862,4.5,0.20689655172413793,Yes
PRV51068,261,143260,548.8888888888889,1.3754789272030652,3.0,214,79,0.06896551724137931,4.287356321839081,0.034482758620689655,No
PRV51070,99,125410,1266.7676767676767,1.9090909090909092,4.1,69,46,0.030303030303030304,3.9696969696969697,0.10101010101010101,No
PRV51071,24,8550,356.25,2.0833333333333335,0.0,24,11,0.08333333333333333,4.875,0.0,No
PRV51072,212,119170,562.122641509434,1.5377358490566038,4.25,160,47,0.08962264150943396,4.433962264150943,0.05660377358490566,No
PRV51074,39,41170,1055.6410256410256,1.8974358974358974,2.6,39,14,0.07692307692307693,4.615384615384615,0.1282051282051282,No
PRV51075,17,8550,502.94117647058823,1.1764705882352942,0.0,13,4,0.17647058823529413,4.470588235294118,0.0,No
PRV51076,29,10230,352.7586206896552,1.1724137931034482,0.0,27,8,0.10344827586206896,4.758620689655173,0.0,No
PRV51077,33,204350,6192.424242424242,4.181818181818182,5.9375,30,11,0.06060606060606061,5.696969696969697,0.48484848484848486,Yes
PRV51078,23,78270,3403.0434782608695,2.652173913043478,6.666666666666667,23,13,0.043478260869565216,4.217391304347826,0.391304347826087,No
PRV51081,200,124080,620.4,1.62,6.0,131,3,0.13,4.615,0.03,No
PRV51082,34,5470,160.88235294117646,1.1764705882352942,0.0,31,9,0.11764705882352941,3.8529411764705883,0.0,No
PRV51083,90,18100,201.11111111111111,1.3777777777777778,0.0,81,18,0.12222222222222222,4.711111111111111,0.0,No
PRV51084,110,215580,1959.8181818181818,1.6727272727272726,5.65,85,32,0.07272727272727272,4.4363636363636365,0.18181818181818182,Yes
PRV51086,139,446170,3209.856115107914,2.7985611510791366,4.838709677419355,115,24,0.18705035971223022,4.41726618705036,0.22302158273381295,No
PRV51089,228,230900,1012.719298245614,1.6929824561403508,5.166666666666667,197,72,0.02631578947368421,4.390350877192983,0.07894736842105263,No
PRV51091,44,9270,210.6818181818182,0.9318181818181818,0.0,44,19,0.06818181818181818,4.5,0.0,No
PRV51093,9,13710,1523.3333333333333,1.4444444444444444,6.0,9,6,0.4444444444444444,4.666666666666667,0.2222222222222222,No
PRV51097,125,44420,355.36,1.744,0.0,71,1,0.176,3.92,0.0,No
PRV51102,12,148000,12333.333333333334,4.0,4.0,11,3,0.25,4.75,1.0,No
PRV51104,12,1900,158.33333333333334,1.1666666666666667,0.0,9,2,0.0,5.0,0.0,No
PRV51105,12,6540,545.0,3.3333333333333335,0.0,12,2,0.16666666666666666,5.083333333333333,0.0,No
PRV51108,19,156000,8210.526315789473,5.2631578947368425,5.2631578947368425,19,6,0.15789473684210525,5.947368421052632,1.0,No
PRV51111,132,54860,415.6060606060606,2.462121212121212,0.0,85,4,0.14393939393939395,4.492424242424242,0.0,No
PRV51112,304,105250,346.2171052631579,1.8453947368421053,0.0,195,7,0.1875,4.3618421052631575,0.0,No
PRV51113,132,46390,351.43939393939394,1.5454545454545454,0.0,78,2,0.20454545454545456,4.257575757575758,0.0,No
PRV51114,262,76720,292.82442748091603,1.1984732824427482,0.0,160,5,0.14885496183206107,4.484732824427481,0.0,No
PRV51117,12,1950,162.5,1.75,0.0,10,4,0.0,5.75,0.0,No
PRV51118,16,136000,8500.0,4.25,4.25,16,4,0.4375,5.0625,1.0,No
PRV51119,95,1080580,11374.526315789473,6.042105263157895,5.9787234042553195,81,8,0.2,5.3578947368421055,0.9894736842105263,Yes
PRV51123,31,26910,868.0645161290323,2.4838709677419355,2.5,28,21,0.16129032258064516,4.290322580645161,0.06451612903225806,No
PRV51125,48,131310,2735.625,2.4791666666666665,4.333333333333333,32,36,0.0625,4.354166666666667,0.25,No
PRV51126,20,177000,8850.0,6.5,6.5,14,2,0.0,5.65,1.0,Yes
PRV51128,50,102220,2044.4,2.34,6.4,38,19,0.14,5.0,0.1,No
PRV51129,96,22920,238.75,1.3541666666666667,0.0,65,54,0.08333333333333333,4.1875,0.0,No
PRV51131,8,1160,145.0,0.0,0.0,8,4,0.125,4.125,0.0,No
PRV51132,8,5330,666.25,1.75,4.0,6,5,0.0,2.375,0.125,No
PRV51134,15,7610,507.3333333333333,2.6666666666666665,0.0,12,3,0.06666666666666667,4.333333333333333,0.0,No
PRV51137,55,16050,291.8181818181818,0.2,7.0,51,23,0.10909090909090909,4.836363636363636,0.01818181818181818,No
PRV51138,26,13430,516.5384615384615,1.5384615384615385,1.0,21,7,0.0,3.923076923076923,0.038461538461538464,No
PRV51139,43,52580,1222.7906976744187,2.4651162790697674,3.857142857142857,42,34,0.13953488372093023,4.372093023255814,0.16279069767441862,No
PRV51140,487,453130,930.4517453798768,2.1047227926078027,6.0212765957446805,394,5,0.0,4.441478439425051,0.09650924024640657,No
PRV51141,71,19490,274.50704225352115,1.732394366197183,0.0,37,8,0.15492957746478872,3.4507042253521125,0.0,No
PRV51142,51,104570,2050.392156862745,1.9215686274509804,7.428571428571429,38,15,0.1568627450980392,4.176470588235294,0.13725490196078433,No
PRV51143,77,20450,265.5844155844156,0.987012987012987,0.0,68,26,0.06493506493506493,3.844155844155844,0.0,No
PRV51144,30,61220,2040.6666666666667,1.8,5.0,29,14,0.16666666666666666,4.233333333333333,0.13333333333333333,No
PRV51145,202,1606350,7952.227722772277,4.900990099009901,5.937888198757764,161,37,0.01485148514851485,5.183168316831683,0.7970297029702971,Yes
PRV51146,352,1680910,4775.3125,3.4232954545454546,5.049382716049383,334,77,0.06534090909090909,4.8352272727272725,0.4602272727272727,Yes
PRV51147,32,8860,276.875,2.5,0.0,32,23,0.0625,3.65625,0.0,No
PRV51148,330,488660,1480.7878787878788,1.8484848484848484,4.029411764705882,263,60,0.11515151515151516,4.415151515151515,0.10303030303030303,Yes
PRV51149,148,1120680,7572.1621621621625,4.6891891891891895,5.612068965517241,136,25,0.46621621621621623,5.412162162162162,0.7837837837837838,Yes
PRV51151,233,201300,863.9484978540772,1.6952789699570816,4.181818181818182,225,97,0.02145922746781116,4.690987124463519,0.0944206008583691,No
PRV51152,83,25770,310.48192771084337,1.7228915662650603,0.0,39,3,0.0,4.686746987951807,0.0,No
PRV51153,87,71490,821.7241379310345,1.4022988505747127,8.75,83,51,0.022988505747126436,4.425287356321839,0.04597701149425287,No
PRV51154,161,45750,284.16149068322983,1.3229813664596273,0.0,147,3,0.19254658385093168,4.472049689440993,0.0,No
PRV51155,115,26330,228.95652173913044,1.0434782608695652,0.0,110,1,0.0,4.113043478260869,0.0,No
PRV51156,542,140640,259.48339483394835,1.367158671586716,0.0,425,3,0.16789667896678967,4.212177121771218,0.0,No
PRV51159,569,797790,1402.091388400703,1.7398945518453428,5.630769230769231,506,99,0.04569420035149385,4.3427065026362035,0.11423550087873462,Yes
PRV51160,114,872020,7649.298245614035,4.87719298245614,5.655555555555556,110,22,0.05263157894736842,5.482456140350878,0.7894736842105263,No
PRV51164,391,556980,1424.5012787723786,1.659846547314578,6.2926829268292686,334,7,0.10485933503836317,4.368286445012788,0.10485933503836317,No
PRV51165,98,329700,3364.285714285714,2.4489795918367347,6.576923076923077,97,62,0.05102040816326531,4.357142857142857,0.2653061224489796,No
PRV51167,190,51980,273.57894736842104,1.7421052631578948,0.0,182,22,0.03684210526315789,4.426315789473684,0.0,No
PRV51168,87,80470,924.9425287356322,0.7701149425287356,5.222222222222222,86,14,0.0,4.413793103448276,0.10344827586206896,No
PRV51169,77,19380,251.6883116883117,1.4935064935064934,0.0,74,51,0.03896103896103896,4.467532467532467,0.0,No
PRV51170,16,145820,9113.75,3.125,6.25,16,8,0.0625,5.1875,0.5,Yes
PRV51171,59,13820,234.23728813559322,1.576271186440678,0.0,59,38,0.03389830508474576,4.4576271186440675,0.0,No
PRV51173,22,96290,4376.818181818182,4.318181818181818,7.857142857142857,21,12,0.0,3.909090909090909,0.3181818181818182,Yes
PRV51175,41,9650,235.3658536585366,0.6585365853658537,0.0,39,21,0.04878048780487805,4.7317073170731705,0.0,No
PRV51176,445,145980,328.0449438202247,2.0651685393258425,0.0,399,128,0.011235955056179775,4.548314606741573,0.0,No
PRV51178,65,431180,6633.538461538462,4.523076923076923,7.970588235294118,64,19,0.03076923076923077,4.676923076923077,0.5230769230769231,Yes
PRV51179,26,5000,192.30769230769232,0.8076923076923077,0.0,26,14,0.07692307692307693,4.1923076923076925,0.0,No
PRV51180,129,94240,730.5426356589147,1.6124031007751938,1.5,86,3,0.16279069767441862,4.410852713178294,0.015503875968992248,No
PRV51181,10,2150,215.0,2.6,0.0,10,5,0.0,4.7,0.0,No
PRV51183,113,355790,3148.5840707964603,2.504424778761062,4.658536585365853,105,8,0.09734513274336283,4.601769911504425,0.36283185840707965,No
PRV51185,8,1590,198.75,0.0,0.0,8,5,0.25,3.875,0.0,No
PRV51189,56,8740,156.07142857142858,0.6071428571428571,0.0,51,11,0.17857142857142858,3.767857142857143,0.0,No
PRV51190,66,39310,595.6060606060606,0.6060606060606061,3.6666666666666665,64,23,0.09090909090909091,4.803030303030303,0.045454545454545456,No
PRV51191,32,10990,343.4375,3.15625,0.0,30,22,0.0,3.65625,0.0,No
PRV51194,9,18540,2060.0,0.6666666666666666,3.0,9,5,0.4444444444444444,3.5555555555555554,0.2222222222222222,No
PRV51196,720,197060,273.69444444444446,1.4027777777777777,0.0,432,1,0.17916666666666667,4.2027777777777775,0.0,No
PRV51200,19,4420,232.6315789473684,1.5789473684210527,0.0,16,4,0.15789473684210525,4.526315789473684,0.0,No
PRV51201,45,10660,236.88888888888889,0.9777777777777777,0.0,41,3,0.06666666666666667,4.355555555555555,0.0,No
PRV51202,12,5010,417.5,3.6666666666666665,0.0,12,5,0.08333333333333333,4.166666666666667,0.0,No
PRV51203,21,15340,730.4761904761905,1.2380952380952381,0.0,20,5,0.09523809523809523,4.095238095238095,0.0,No
PRV51204,499,155180,310.9819639278557,1.6673346693386772,0.0,398,3,0.14228456913827656,4.162324649298597,0.0,No
PRV51205,10,4660,466.0,2.0,0.0,10,6,0.0,4.3,0.0,No
PRV51206,10,1560,156.0,0.6,0.0,10,6,0.0,4.7,0.0,No
PRV51209,42,9910,235.95238095238096,0.8333333333333334,0.0,38,2,0.047619047619047616,4.428571428571429,0.0,No
PRV51210,9,2890,321.1111111111111,0.0,0.0,9,3,0.3333333333333333,3.4444444444444446,0.0,No
PRV51212,15,6260,417.3333333333333,1.9333333333333333,0.0,15,2,0.26666666666666666,5.066666666666666,0.0,No
PRV51214,8,3200,400.0,0.75,0.0,8,3,0.125,4.375,0.0,No
PRV51215,10,1610,161.0,0.7,0.0,10,1,0.0,4.1,0.0,No
PRV51216,71,15560,219.1549295774648,1.8309859154929577,0.0,66,2,0.08450704225352113,4.23943661971831,0.0,No
PRV51219,8,5330,666.25,2.5,0.0,8,3,0.125,4.375,0.0,No
PRV51225,8,1190,148.75,0.0,0.0,8,2,0.125,3.375,0.0,No
PRV51226,20,7430,371.5,1.0,0.0,19,3,0.1,3.8,0.0,No
PRV51229,47,12410,264.0425531914894,1.2127659574468086,0.0,44,2,0.2127659574468085,3.9148936170212765,0.0,No
PRV51230,30,12490,416.3333333333333,1.0,0.0,30,2,0.2,4.8,0.0,No
PRV51238,8,132000,16500.0,13.625,13.625,8,1,0.0,6.375,1.0,No
PRV51240,60,94020,1567.0,2.95,5.545454545454546,38,24,0.11666666666666667,4.15,0.18333333333333332,No
PRV51241,60,90210,1503.5,1.8166666666666667,6.8,47,23,0.06666666666666667,4.916666666666667,0.16666666666666666,No
PRV51242,111,117200,1055.855855855856,1.5855855855855856,5.545454545454546,87,43,0.0990990990990991,4.495495495495495,0.0990990990990991,Yes
PRV51243,36,6330,175.83333333333334,0.6666666666666666,0.0,15,5,0.08333333333333333,4.555555555555555,0.0,No
PRV51244,1415,2153990,1522.2544169611308,1.9201413427561838,5.885,659,16,0.10035335689045936,4.460070671378092,0.1413427561837456,Yes
PRV51245,173,83630,483.4104046242775,1.5260115606936415,2.75,58,30,0.14450867052023122,4.867052023121388,0.023121387283236993,No
PRV51247,34,76240,2242.3529411764707,2.264705882352941,3.8,26,13,0.20588235294117646,4.264705882352941,0.29411764705882354,No
PRV51249,126,521330,4137.539682539683,3.5476190476190474,7.294117647058823,101,36,0.07936507936507936,4.571428571428571,0.40476190476190477,Yes
PRV51250,85,22560,265.4117647058824,1.2352941176470589,0.0,71,32,0.047058823529411764,4.023529411764706,0.0,No
PRV51251,11,3590,326.3636363636364,3.8181818181818183,0.0,10,8,0.09090909090909091,5.0,0.0,No
PRV51252,87,154930,1780.8045977011495,1.7586206896551724,4.111111111111111,76,35,0.034482758620689655,4.655172413793103,0.20689655172413793,No
PRV51253,85,21740,255.76470588235293,1.0235294117647058,0.0,76,40,0.08235294117647059,4.764705882352941,0.0,No
PRV51255,74,40570,548.2432432432432,2.2837837837837838,5.0,62,21,0.14864864864864866,4.472972972972973,0.02702702702702703,No
PRV51256,95,38550,405.7894736842105,1.7473684210526317,0.0,80,38,0.09473684210526316,4.526315789473684,0.0,No
PRV51258,14,99660,7118.571428571428,4.142857142857143,4.5,12,6,0.42857142857142855,5.214285714285714,0.5714285714285714,No
PRV51259,21,151960,7236.190476190476,2.142857142857143,6.25,19,9,0.0,4.285714285714286,0.19047619047619047,No
PRV51260,62,92390,1490.1612903225807,2.629032258064516,8.666666666666666,55,24,0.0967741935483871,4.661290322580645,0.04838709677419355,No
PRV51261,142,270170,1902.605633802817,2.6338028169014085,5.576923076923077,123,48,0.13380281690140844,4.774647887323944,0.18309859154929578,No
PRV51262,60,16270,271.1666666666667,1.2666666666666666,0.0,52,19,0.1,4.816666666666666,0.0,No
PRV51263,44,218170,4958.409090909091,4.75,9.166666666666666,37,10,0.09090909090909091,4.340909090909091,0.4090909090909091,Yes
PRV51264,39,5270,135.12820512820514,0.6153846153846154,0.0,35,22,0.10256410256410256,3.7435897435897436,0.0,No
PRV51265,160,45770,286.0625,1.58125,0.0,84,5,0.225,4.13125,0.0,No
PRV51266,92,102900,1118.4782608695652,1.6630434782608696,6.9,82,47,0.10869565217391304,4.760869565217392,0.10869565217391304,No
PRV51267,14,12870,919.2857142857143,0.42857142857142855,3.0,14,4,0.21428571428571427,5.0,0.14285714285714285,No
PRV51271,123,43180,351.0569105691057,0.8130081300813008,4.0,90,21,0.21951219512195122,4.211382113821138,0.016260162601626018,No
PRV51272,79,50760,642.5316455696203,2.0253164556962027,3.0,31,3,0.22784810126582278,4.291139240506329,0.02531645569620253,No
PRV51273,553,131340,237.50452079566003,1.2513562386980108,0.0,387,131,0.08860759493670886,4.229656419529837,0.0,No
PRV51274,58,175720,3029.655172413793,1.4827586206896552,3.6,48,31,0.05172413793103448,3.9655172413793105,0.1724137931034483,No
PRV51276,67,133980,1999.7014925373135,1.7164179104477613,4.357142857142857,60,42,0.05970149253731343,4.313432835820896,0.208955223880597,No
PRV51277,59,141190,2393.0508474576272,1.8644067796610169,5.0,54,27,0.06779661016949153,4.52542372881356,0.1694915254237288,No
PRV51279,224,59840,267.14285714285717,1.3883928571428572,0.0,186,21,0.15178571428571427,4.446428571428571,0.0,No
PRV51280,39,20250,519.2307692307693,1.3333333333333333,0.0,34,13,0.07692307692307693,3.6923076923076925,0.0,No
PRV51281,259,89470,345.44401544401546,1.393822393822394,0.0,200,3,0.20077220077220076,4.038610038610039,0.0,No
PRV51282,59,77330,1310.677966101695,1.8135593220338984,3.625,51,22,0.13559322033898305,4.491525423728813,0.13559322033898305,No
PRV51284,377,279860,742.3342175066313,1.7135278514588859,5.764705882352941,223,10,0.07427055702917772,4.291777188328912,0.04509283819628647,No
PRV51285,168,196120,1167.3809523809523,1.3869047619047619,7.333333333333333,109,33,0.07142857142857142,4.720238095238095,0.08928571428571429,No
PRV51286,70,145170,2073.8571428571427,1.8,5.2,62,10,0.17142857142857143,4.614285714285714,0.21428571428571427,No
PRV51287,78,25700,329.4871794871795,1.6282051282051282,0.0,46,3,0.15384615384615385,4.833333333333333,0.0,No
PRV51288,8,37360,4670.0,3.25,3.3333333333333335,8,5,0.375,3.75,0.375,No
PRV51289,92,46300,503.2608695652174,3.032608695652174,0.0,38,2,0.22826086956521738,5.6521739130434785,0.0,No
PRV51290,113,14990,132.65486725663717,0.9469026548672567,0.0,81,14,0.168141592920354,4.371681415929204,0.0,No
PRV51292,22,3970,180.45454545454547,3.5454545454545454,0.0,16,7,0.2727272727272727,3.772727272727273,0.0,No
PRV51293,88,21200,240.9090909090909,1.4090909090909092,0.0,64,7,0.22727272727272727,3.9431818181818183,0.0,No
PRV51296,30,38630,1287.6666666666667,2.5,11.666666666666666,27,7,0.06666666666666667,4.166666666666667,0.1,No
PRV51297,70,77090,1101.2857142857142,1.1142857142857143,2.6,46,11,0.18571428571428572,4.714285714285714,0.07142857142857142,No
PRV51298,100,31120,311.2,1.16,0.0,53,2,0.22,3.75,0.0,No
PRV51299,37,6230,168.3783783783784,2.189189189189189,0.0,27,12,0.13513513513513514,4.54054054054054,0.0,No
PRV51300,52,107540,2068.076923076923,2.2115384615384617,3.5714285714285716,32,3,0.1346153846153846,4.730769230769231,0.1346153846153846,No
PRV51301,112,136910,1222.4107142857142,1.25,9.666666666666666,63,7,0.15178571428571427,4.419642857142857,0.05357142857142857,No
PRV51302,43,80710,1876.9767441860465,0.9534883720930233,3.9,34,9,0.23255813953488372,4.3023255813953485,0.23255813953488372,No
PRV51303,93,36110,388.2795698924731,1.3118279569892473,0.0,49,4,0.20430107526881722,4.741935483870968,0.0,No
PRV51304,51,39350,771.5686274509804,0.7450980392156863,4.0,39,12,0.0784313725490196,4.078431372549019,0.0392156862745098,No
PRV51305,49,113400,2314.285714285714,3.0408163265306123,6.2727272727272725,29,2,0.2653061224489796,4.387755102040816,0.22448979591836735,No
PRV51306,17,3700,217.64705882352942,3.411764705882353,0.0,13,2,0.11764705882352941,3.411764705882353,0.0,No
PRV51307,37,6940,187.56756756756758,1.6216216216216217,0.0,21,6,0.1891891891891892,3.7837837837837838,0.0,No
PRV51308,35,13790,394.0,1.5714285714285714,0.0,31,4,0.02857142857142857,3.8,0.0,No
PRV51309,18,3790,210.55555555555554,0.05555555555555555,0.0,17,5,0.05555555555555555,5.222222222222222,0.0,No
PRV51311,21,16010,762.3809523809524,3.3333333333333335,4.0,18,8,0.09523809523809523,3.857142857142857,0.14285714285714285,No
PRV51312,46,28790,625.8695652173913,2.1739130434782608,4.25,29,13,0.21739130434782608,4.282608695652174,0.08695652173913043,No
PRV51313,19,4970,261.57894736842104,0.10526315789473684,0.0,16,6,0.15789473684210525,4.157894736842105,0.0,No
PRV51314,30,6460,215.33333333333334,0.8666666666666667,0.0,20,1,0.13333333333333333,3.7666666666666666,0.0,No
PRV51315,47,7210,153.40425531914894,1.297872340425532,0.0,22,3,0.0425531914893617,3.6808510638297873,0.0,No
PRV51322,12,850,70.83333333333333,0.08333333333333333,0.0,11,1,0.08333333333333333,3.4166666666666665,0.0,No
PRV51323,76,20860,274.4736842105263,0.8947368421052632,0.0,32,1,0.09210526315789473,3.973684210526316,0.0,No
PRV51324,28,9330,333.2142857142857,0.9285714285714286,0.0,25,2,0.21428571428571427,4.214285714285714,0.0,No
PRV51325,15,15140,1009.3333333333334,4.466666666666667,0.0,5,1,0.13333333333333333,4.8,0.0,No
PRV51326,44,14000,318.1818181818182,2.4545454545454546,0.0,22,2,0.18181818181818182,3.1363636363636362,0.0,No
PRV51327,41,8990,219.26829268292684,0.5609756097560976,0.0,27,1,0.24390243902439024,3.4390243902439024,0.0,No
PRV51329,74,19360,261.6216216216216,1.5945945945945945,0.0,28,3,0.14864864864864866,3.891891891891892,0.0,No
PRV51330,19,3810,200.52631578947367,1.4210526315789473,0.0,9,1,0.15789473684210525,4.157894736842105,0.0,No
PRV51335,142,46080,324.50704225352115,1.9295774647887325,0.0,92,16,0.09859154929577464,4.563380281690141,0.0,No
PRV51336,69,129450,1876.0869565217392,2.550724637681159,5.9,69,39,0.057971014492753624,4.536231884057971,0.14492753623188406,No
PRV51337,168,379100,2256.5476190476193,2.1964285714285716,5.075,155,71,0.07738095238095238,4.589285714285714,0.23809523809523808,Yes
PRV51338,128,113860,889.53125,1.6875,5.428571428571429,124,83,0.046875,4.5390625,0.0546875,Yes
PRV51340,151,43210,286.158940397351,1.7417218543046358,0.0,141,80,0.07947019867549669,4.622516556291391,0.0,No
PRV51341,71,14530,204.64788732394365,2.408450704225352,0.0,70,53,0.014084507042253521,3.7183098591549295,0.0,No
PRV51342,207,356780,1723.574879227053,1.9758454106280192,6.178571428571429,179,31,0.10144927536231885,4.473429951690822,0.13526570048309178,No
PRV51344,33,26250,795.4545454545455,2.1818181818181817,6.0,33,18,0.06060606060606061,4.0,0.06060606060606061,No
PRV51345,49,15120,308.57142857142856,2.4285714285714284,0.0,47,12,0.061224489795918366,4.346938775510204,0.0,No
PRV51346,266,104490,392.81954887218046,1.3082706766917294,4.2,246,96,0.16541353383458646,4.635338345864661,0.018796992481203006,No
PRV51347,2067,596900,288.7760038703435,1.2520561199806484,0.0,947,4,0.16884373488147073,4.3580067731011125,0.0,Yes
PRV51348,55,152330,2769.6363636363635,4.218181818181818,4.526315789473684,54,41,0.03636363636363636,5.218181818181818,0.34545454545454546,No
PRV51349,30,40480,1349.3333333333333,3.1,12.2,28,23,0.0,4.6,0.16666666666666666,No
PRV51350,239,213380,892.8033472803347,1.493723849372385,4.476190476190476,232,127,0.012552301255230125,4.677824267782427,0.08786610878661087,No
